city_id;city;place;distance;distancefromcitycenter;description
1537;Chennai;" Boating in Chennai	 ";"";" 6 km  from city center ";" Having the advantage of being a coastal city, Chennai also has a number of lakes and thus opening up the waters for water sports. Boating in Chennai was not so well flourished earlier, but recently the bay of Chennai has been witnessing a decent increase in the number of yachts and boats. Sailing has a charm that can fit any occasion, let that be a romantic boathouse date or a casual hangout with friends on a yacht, an exciting racing event of sails and rowboats or just a fun race of pedal boats between family and friends. Boating is for everyone. "
1538;Chennai;" Anjaneyar Temple Nanganallur ";"";" 10 km  from city center ";" Viswaroopa Adhivyadhihara Sri Bhaktha Anjaneyaswami Temple is located around 10 kilometres away from the heart of the city, in a locality called Nanganallur. Commonly called the Anjaneya Temple in short, it gets its name from its principal deity, Lord Hanuman. The most important aspect of the temple is its 32 feet idol.  "
1539;Chennai;" Go Fishing In Chennai ";"";" 9 km  from city center ";" Fishing was a way of survival until it got challenging and adventurous. Fishing has become a common way of bonding with friends and family. The sport seems easy but takes a lot of dedication and patience to lure and catch the biggest of all the fishes. As the Aquatic Adventure has gained popularity many Sport Fishing Facilities have opened up and are busy providing the experiences. "
1540;Chennai;" Sivananda Yoga Vedanta Centers & Ashram ";"";" 10 km  from city center ";" The International Sivananda Yoga Vedanta Centers is named after Swami Sivananda, one of the most influential spiritual teachers of the 20th century and founded by his disciple Swami Vishnudevananda. The Non-Profit organisation has centres in Thiruvananthapuram, Chennai, Madurai and Delhi and all over the world. The Organisation has dedicated programmes like the Sadhana Intensive, Kids Camp, Work/Study Programme, Prison Project and Teachers Training courses and also Yoga Vacations. "
1541;Chennai;" Thiruvanmiyur Beach ";"";" 10 km  from city center ";" Located in the neighbourhood of Thiruvanmiyur in Chennai, Thiruvanmiyur Beach is one of the isolated and peaceful beaches of the city. Popular for beautiful sunrise and sunset views, the beach is mostly frequented by nature lovers, romantic couples or solitude seekers. "
1542;Chennai;" Neelankarai Beach ";"";" 12 km  from city center ";" Neelankarai Beach is an untouched gorgeous beach located in the small locality of Neelankarai in South Chennai. The highlight of the beach are the innumerous turtles that can be found on the shores. People usually visit it to watch the turtles or to walk along the lengthy coastline touching the beautiful blue waters of the sea. "
1543;Chennai;" Santhome Beach ";"";" 4 km  from city center ";" The southern part of the Marina Beach is known as the Santhome Beach. With immaculate clean sands, azure blue waters and gorgeous sweeping views of the sea, Santhome Beach is a one among the most visited beaches of the sea. You can also find several eateries and sports activities at the beach.  "
1544;Chennai;" Pebble Beach ";"";" 17 km  from city center ";" Situated at a distance of 1 km from Thiruvanmiyur in Chennai, Pebble Beach is a comparatively smaller beach. Due to its location, it receives relatively lesser number of visitors. However, the beach offers extremely peaceful and serene and you can visit it to spend some time in solitude. "
1545;Chennai;" Palavakkam Beach ";"";" 11 km  from city center ";" Located at the southern tip of Chennai in Palavakkam, Palavakkam Beach is a wonderful beach boasting of mesmerising sunrise and sunset views. The highlight of the beach is an age-old temple situated on the beach. The beach has vast expanse of shores, with stunning views of the horizon merging in the sea.  "
1546;Chennai;" Kasimedu Beach ";"";" 10 km  from city center ";" Kaismedu Beach is a comparatively lesser known beach of Chennai. It is not just a recreation spot but also an important fishing harbour. With vast expanse of the blue sea and brown sandy shores, you can also find several fishermen at work with their huge fishing nets and boats. Besides, the fisherfolks also sell their spoils at the shores; you can buy fresh fish here. Volleyball is another popular activity at the beach.  "
1630;Pune;" Shaniwar Wada ";4.3;" 0 km  from city center ";" Standing tall in its full glory, Shaniwar Wada was once a stately mansion. Built as a dwelling for Peshwas, its foundation was laid by Bajirao I in year 1730 AD. Today it gives a chance to peak into its great past.  "
1631;Pune;" Aga Khan Palace ";4.4;" 6 km  from city center ";" Aga Khan Palace is well known both for its architectural excellence as well as its historical significance. Spread over a vast land of 19 acres, the palace is now the headquarters of the Gandhi National memorial society. Here, making khadi is still one of the prime activities. "
1632;Pune;" Meditate at the Osho Ashram ";4.2;" 4 km  from city center ";" The Ashram is a tranquil place which brings you to you own centers of peace, meditation & oneness. The ideologies of Osho also can be found here. "
1633;Pune;" Katraj Snake Park ";4.2;" 7 km  from city center ";" It has a temple and many rare species of snakes. A brown Palm Civet & a King Cobra are its main attractions. One can also chance upon birds & turtles in the area "
1634;Pune;" Sinhagad Fort ";"";" 20 km  from city center ";" Located around 36 kms southwest of the city of Pune, Sinhagad Fort is built atop a cliff on the Bhuleshwar range of the Sahyadris. Literally translating to ""Fort of the Lion"", Sinhagad Fort boasts of a rich history. It was initially occupied by the Mughals until it came to be possessed by the Marathas. Lately, it has become a popular source of tourism and is especially popular among trekkers and adventure enthusiasts. "
1635;Pune;" Dagdusheth Halwai Ganpati Temple ";"";" 0 km  from city center ";" Dedicated to Lord Ganapati, Shreemant Dagdusheth Halwai Ganapati temple is one of the most famous places to visit in Pune. The idol of Lord Ganapati is 2.2 meters high and 1 meter wide and is adorned with almost 40 kilos of gold. 
 "
1636;Pune;" Mulshi Lake and Dam ";3.5;" 36 km  from city center ";" Mulshi lake is formed in the catchment area of Mulshi dam. Known for its scenic beauty due to Sahyadri ranges, Koraigadh and Dhangad fort, it is a perfect gateway for nature lovers. "
1637;Pune;" Pune Okayama Friendship Garden ";"";" 4 km  from city center ";" Pune Okayama Friendship Garden is the largest Japanese garden outside of Japan, in Asia. Also called the Pu. La. Deshpande Udyan, it reflects on the Indo-Japanese relationship, as it is inspired by the 300-year old Okayama Korakuen Garden in Japan. 
 "
1638;Pune;" Rajmachi Fort, Pune ";"";" 139 km  from city center ";" Tucked between the two hills of Lonavala and Khandala, Rajmachi Fort is a grand structure of the bygone era. Especially popular among the adventure enthusiasts, the fort can be reached through a thrilling trek amidst the gorgeous Sahyadris. You can also camp at the base of the fort. "
1639;Pune;" Panshet Water Park ";3.2;" 1 km  from city center ";" One of the most loved attraction of the city, one can enjoy kayaking, rides, water scooters, speed boats, swimming and much more here. "
1640;Pune;" Vetal Tekdi ";"";" 4 km  from city center ";" Vetal Tekdi is one of Pune's most well-known landmarks. It envelops the entire city and is a stunning place to spend an evening or an early morning.  It is known by various names such as Hanuman Tekdi, MIT Tekdi, and Pashan Tekdi.  "
1641;Pune;" Parvati Hill Temple ";3.2;" 4 km  from city center ";" Once the private shrine of the Peshwas, the temple was built in the 17th century by Balaji Baji Rao. 108 steep flights above, is the temple on a hillock from where one can behold some of the most beautiful views of the city. "
1642;Pune;" Live the Nightlife in Cafe's & Nightclubs ";3.5;" 1 km  from city center ";" Pune sports a glittering instance of nightlife culture. The city nightlife continues till the wee hours of night and there are many pubs, bars and discotheques for the urban crowd. There are also some eating joints which serve food for the late night cravings. "
1643;Pune;" Pataleshwar cave temple ";3.2;" 1 km  from city center ";" The cave temple is rock-cut temple dating back to the 8th century. Dedicated to Shiva, the temple has a Shivalingam, a circular Nandi Mandapa and a passage with stone pillars inside. "
1644;Pune;" Lal Mahal ";"";" 0 km  from city center ";" Lal Mahal located near Shaniwar Wada in Pune is a historic landmark of the 16th century. From being a childhood home for Chhatrapati Shivaji to taking Shaistekhan head-on, this red coloured structure is an architectural marvel. "
1645;Pune;" National Defence Academy ";"";" 12 km  from city center ";" The National Defence Academy, also known as NDA is an academy for Indian armed services. Members from the three defence services: The Indian Army, Indian Navy and Indian Air Force train together until they are sent for their separate commissioning.  "
1646;Pune;" National War Museum ";3.5;" 3 km  from city center ";" The museum owes its existence to the efforts and contributions of countless people from all walk of life. It has hence, become a popular attraction for the town, that celebrates and creates increasing awareness and knowledge about Indian army and its soldiers "
